,gender,age_at_enrollment,city_of_residence,enroll_after_hs_or_college,avg_high_school_score,favorite_subjects,math_score,russian_score,first_choice_subject_score,second_choice_subject_score,english_proficiency,university_faculty,field_of_study,program_satisfaction,interest_in_extracurriculars,sportiness,importance_of_budget_admission,visited_open_day,self_organization_ability,tutoring_experience,advanced_subjects_in_school,additional_subjects_on_exams,olympiad_success,pre_university_interests,time_for_self_development,admission_method,id
195,0,17,москва,после 11 класса,5.0,информатика,50.0,75.0,80.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,5,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,не принципиально,False,максимум - выполнение дома заданий от преподавателя,True,иностранный язык,информатика,False,"программирование, инженерная деятельность",больше 10 часов в неделю,баллы егэ,e2a17dfb-7101-4843-bd9e-084e23852dbd
196,0,18,старый оскол,после 11 класса,4.5,"математика, литература, информатика",84.0,87.0,47.0,83.0,обладаю базовым словарным запасом,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,9,по возможности хотел бы участвовать регулярно,регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,True,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика","физика, информатика",False,программирование,около 10 часов в неделю,баллы егэ,02f9ad9e-c849-45d3-b45d-2e040cc4b26d
197,0,19,москва,после 11 класса,5.0,информатика,78.0,91.0,89.0,79.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,9,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика","физика, информатика",False,"программирование, робототехника",несколько часов в неделю,баллы егэ,3e8cff2b-ce9e-4f04-a840-d361df0a07f4
198,1,18,москва,после 11 класса,4.0,"математика, физика, астрономия, информатика",66.0,69.0,54.0,48.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,7,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,важно,False,готов почитать несколько статей по теме предмета,False,"математика, физика","физика, информатика",False,"программирование, компьютерное 3d-моделирование, робототехника",больше 10 часов в неделю,баллы егэ,1251b0e6-2e77-4b66-9b87-8d5e1a08cce2
199,0,20,санкт-петербург,после 1 курса спбгмту ,4.0,математика,90.0,96.0,93.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,10,только учеба,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,unknown,информатика,False,unknown,больше 10 часов в неделю,баллы егэ,9c5ba44d-15d1-423f-919c-0097d2133733
200,1,17,москва,после 11 класса,4.0,"русский язык, математика, информатика",74.0,72.0,70.0,0.0,могу читать несложные диалоги,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,7,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,не очень важно,False,готов почитать несколько статей по теме предмета,False,"математика, информатика",информатика,False,"программирование, компьютерное 3d-моделирование",больше 10 часов в неделю,баллы егэ,277426e1-3a94-4893-8203-7535a84c2c7c
201,1,18,киров,после 11 класса,4.0,"русский язык, математика, информатика",84.0,96.0,88.0,0.0,обладаю базовым словарным запасом,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,4,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, информатика",информатика,False,программирование,несколько часов в неделю,баллы егэ,d6ff1598-df81-4b7f-ae90-8d34c4f7488b
202,0,18,калининград,после 11 класса,5.0,математика,84.0,82.0,94.0,0.0,могу читать несложные диалоги,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,3,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,True,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика",информатика,False,компьютерное 3d-моделирование,больше 10 часов в неделю,баллы егэ,0ed4cde8-f4db-4bca-be7b-647dceaef821
203,1,18,киров,после 11 класса,5.0,"математика, литература, информатика",80.0,96.0,90.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,6,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,False,русский язык,информатика,False,программирование,больше 10 часов в неделю,баллы егэ,bf910153-3fea-4a05-a98d-15a37d723e2a
204,1,17,махачкала,поступаю во второй раз после отчисления из другого вуза,4.5,"математика, иностранный язык, информатика",88.0,87.0,84.0,0.0,"свободно общаюсь, глубоко знаю грамматику",ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,6,только учеба,предпочитаю лишний раз не двигаться,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,"иностранный язык, информатика",информатика,True,программирование,больше 10 часов в неделю,баллы егэ,7f8531a0-8e5a-4d71-ae6e-4f57787dbdc3
205,1,18,москва,после 11 класса,4.0,"математика, информатика",74.0,60.0,70.0,56.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,8,готов сходить на пару заинтересовавших мероприятий,нахожусь на профессиональном / полу-профессиональном уровне в своем виде спорта,важно,True,максимум - выполнение дома заданий от преподавателя,True,"математика, информатика","физика, информатика",False,"программирование, робототехника, инженерная деятельность",несколько часов в неделю,баллы егэ,7593b3cd-e2ab-42dd-81fc-3d5b84268984
206,1,18,москва,после 11 класса,4.0,"математика, информатика",74.0,60.0,70.0,56.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,8,готов сходить на пару заинтересовавших мероприятий,нахожусь на профессиональном / полу-профессиональном уровне в своем виде спорта,важно,True,максимум - выполнение дома заданий от преподавателя,True,"математика, информатика","физика, информатика",False,"программирование, робототехника, инженерная деятельность",несколько часов в неделю,баллы егэ,cc8cb1f8-cc70-4759-bdf2-39f10be376d8
207,1,18,москва,после 11 класса,4.5,"русский язык, математика, литература, история, биология, география, обществознание, информатика",56.0,55.0,43.0,53.0,могу читать несложные диалоги,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,5,"все возможные мероприятия, на которые хватает времени",люблю физические нагрузки в умеренном количестве,важно,False,готов почитать несколько статей по теме предмета,False,"математика, обществознание","обществознание, информатика",False,компьютерное 3d-моделирование,около 10 часов в неделю,баллы егэ,590122bd-43da-44d3-9972-59d219bba53e
208,1,18,москва,после 11 класса,4.5,"история, обществознание, информатика",64.0,80.0,43.0,0.0,могу читать несложные диалоги,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,8,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,не очень важно,True,изучу всё связанное с темой предмета,False,информатика,информатика,False,"программирование, компьютерное 3d-моделирование",больше 10 часов в неделю,баллы егэ,8bf45d30-2fc3-4369-8fcc-4cc4498ab84b
209,1,17,суражский район,после 11 класса,4.5,"математика, обществознание",64.0,69.0,78.0,0.0,могу читать несложные диалоги,сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),5,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,unknown,информатика,False,программирование,несколько часов в неделю,баллы егэ,4c106e9f-0c62-437b-a082-356f6ce37a95
210,1,18,москва,после 11 класса,4.0,"астрономия, информатика",60.0,60.0,50.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,не очень важно,False,готов почитать несколько статей по теме предмета,False,информатика,информатика,False,"программирование, компьютерное 3d-моделирование, робототехника, эксперименты (лабораторные опыты) связанные с химией/физикой",несколько часов в неделю,баллы егэ,3e0c0843-2da7-4894-a426-b2aead8161ac
211,1,17,вязники,после 11 класса,4.5,"математика, информатика",80.0,87.0,90.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,4,только учеба,регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,False,максимум - выполнение дома заданий от преподавателя,True,"русский язык, литература, история, обществознание",информатика,False,программирование,больше 10 часов в неделю,баллы егэ,ebdf3a91-5128-4309-b723-c1c3a114665d
212,1,18,москва,после 11 класса,4.0,"математика, информатика",81.0,72.0,90.0,0.0,могу читать несложные диалоги,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,5,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,не принципиально,False,готов почитать несколько статей по теме предмета,False,"математика, физика",информатика,False,"программирование, компьютерное 3d-моделирование",больше 10 часов в неделю,баллы егэ,bff613ea-3c1d-4841-b929-4e263cf30dff
213,1,17,буденновск,после 11 класса,4.5,математика,84.0,80.0,88.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.02 информационные системы и технологии,4,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,unknown,информатика,True,программирование,больше 10 часов в неделю,баллы егэ,1407e00c-31fd-433b-b027-60ad0bb2595b
214,1,18,гусь-хрустальный,после 11 класса,4.5,"русский язык, математика, литература, иностранный язык, информатика",84.0,78.0,85.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,7,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,"математика, информатика",информатика,False,программирование,около 10 часов в неделю,баллы егэ,e5539ae3-6e9f-4a81-9270-15fb776f9642
215,1,18,орехово-зуево,после 11 класса,5.0,"география, обществознание, информатика",78.0,89.0,90.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,3,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,готов почитать несколько статей по теме предмета,True,unknown,информатика,False,программирование,минимальное количество времени,баллы егэ,022eea87-9b81-4cc9-b501-7fdc4a8576ac
216,0,18,москва,перепоступление,5.0,"математика, физика, информатика",82.0,94.0,93.0,0.0,могу читать несложные диалоги,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,9,только учеба,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,unknown,информатика,False,"программирование, компьютерное 3d-моделирование",несколько часов в неделю,баллы егэ,e8569193-6a87-4825-ac84-733e3e193e74
217,1,17,дербент,после 11 класса,5.0,"математика, физика, информатика",86.0,87.0,81.0,83.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,максимум - выполнение дома заданий от преподавателя,True,unknown,"физика, информатика",False,программирование,несколько часов в неделю,баллы егэ,ecc11b2b-e541-449f-9f1f-fed9c1601a62
218,1,17,элиста,после 11 класса,4.0,"иностранный язык, информатика",76.0,80.0,64.0,87.0,могу общаться в повседневных ситуациях,сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),6,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,не принципиально,False,готов почитать несколько статей по теме предмета,True,история,"иностранный язык, информатика",False,"программирование, компьютерное 3d-моделирование, робототехника",несколько часов в неделю,баллы егэ,17244f83-7af2-46db-9517-993477d179fd
219,0,17,москва,после 11 класса,4.5,"русский язык, математика, физика, информатика",78.0,89.0,89.0,78.0,знаю примерно на уровне носителя языка,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),10,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,важно,False,максимум - выполнение дома заданий от преподавателя,False,"математика, информатика",информатика,True,"программирование, инженерная деятельность",около 10 часов в неделю,баллы егэ,e338d0e4-363f-4e6d-a065-6a00e4bf8d2a
220,0,19,подольск,после 11 класса,4.5,"математика, литература, физика",72.0,78.0,72.0,0.0,могу читать несложные диалоги,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),6,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,unknown,физика,False,инженерная деятельность,около 10 часов в неделю,баллы егэ,7fb4ace3-d28a-4cf6-95c5-0278f55faa66
221,1,18,москва,после 11 класса,4.5,"математика, иностранный язык, география, астрономия, обществознание, информатика",74.0,70.0,72.0,0.0,"свободно общаюсь, глубоко знаю грамматику",рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),8,"все возможные мероприятия, на которые хватает времени",люблю физические нагрузки в умеренном количестве,обязательно,True,готов почитать несколько статей по теме предмета,False,"математика, иностранный язык",информатика,True,"программирование, компьютерное 3d-моделирование, робототехника, эксперименты (лабораторные опыты) связанные с химией/физикой",несколько часов в неделю,баллы егэ,92d18933-d069-4b7a-a63c-a9bf795a2f1d
222,0,17,калуга,после 11 класса,5.0,"математика, химия, физика, география, астрономия, информатика",76.0,80.0,64.0,0.0,могу читать несложные диалоги,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),8,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,True,максимум - выполнение дома заданий от преподавателя,True,"математика, физика, информатика",физика,False,эксперименты (лабораторные опыты) связанные с химией/физикой,минимальное количество времени,баллы егэ,a25d822d-514f-415a-a3f6-7ac07b612eb4
223,0,18,санкт-петербург,после 11 класса,4.5,"математика, обществознание, информатика",78.0,85.0,74.0,75.0,могу общаться в повседневных ситуациях,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),2,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,False,изучу всё связанное с темой предмета,True,"математика, обществознание, информатика","обществознание, информатика",True,программирование,несколько часов в неделю,баллы егэ,8e2d11b4-061a-45c1-8a54-5d3b5ee91dbc
224,1,18,москва,после 11 класса,4.5,"иностранный язык, география, обществознание, информатика",64.0,82.0,41.0,78.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,3,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,False,максимум - выполнение дома заданий от преподавателя,False,иностранный язык,"физика, информатика",False,"программирование, компьютерное 3d-моделирование",несколько часов в неделю,баллы егэ,723e1d9c-fc5a-48e2-b323-af7cf88d20da
225,0,18,москва,после 11 класса,3.5,"русский язык, литература, химия, астрономия, информатика",58.0,64.0,64.0,0.0,могу общаться в повседневных ситуациях,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),5,"все возможные мероприятия, на которые хватает времени",регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,False,"русский язык, математика",информатика,False,"программирование, робототехника, инженерная деятельность",около 10 часов в неделю,квота,8a2d7373-8479-43c7-bff2-b2913a75d39f
226,1,18,ольгинка,после 11 класса,5.0,"математика, история, информатика",80.0,67.0,85.0,0.0,могу общаться в повседневных ситуациях,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),5,по возможности хотел бы участвовать регулярно,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,"химия, биология",информатика,False,"программирование, инженерная деятельность",больше 10 часов в неделю,баллы егэ,a7073886-3e8c-4fa0-abf2-a056483cf823
227,1,17,москва,после 11 класса,4.0,"математика, информатика",70.0,78.0,64.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),3,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,не принципиально,False,максимум - выполнение дома заданий от преподавателя,True,математика,информатика,False,программирование,около 10 часов в неделю,баллы егэ,5c58148b-1ece-40b7-a026-aa059a5ae1ef
228,0,17,великие луки,после 11 класса,5.0,"русский язык, математика, литература, иностранный язык, информатика",72.0,89.0,62.0,0.0,могу читать несложные диалоги,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,готов почитать несколько статей по теме предмета,True,unknown,информатика,False,программирование,несколько часов в неделю,баллы егэ,d3898501-e1fb-4356-9b9b-21af59b58e55
229,1,17,торопец,после 11 класса,5.0,"математика, литература, химия, физика, география, информатика",64.0,80.0,75.0,0.0,могу общаться в повседневных ситуациях,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),8,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,unknown,информатика,True,"программирование, инженерная деятельность",больше 10 часов в неделю,баллы егэ,f3f5f443-da25-4d88-abdf-dca0686c4918
230,1,17,старый оскол,после 11 класса,4.5,"математика, физика, информатика",76.0,89.0,72.0,80.0,могу общаться в повседневных ситуациях,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),2,только учеба,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,"математика, физика","физика, информатика",False,программирование,больше 10 часов в неделю,баллы егэ,e22ae393-1f40-43ee-aa1e-13fd3f4732d7
231,0,17,иваново,после 11 класса,4.0,математика,68.0,80.0,62.0,42.0,обладаю базовым словарным запасом,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,изучу всё связанное с темой предмета,True,unknown,"обществознание, информатика",False,программирование,около 10 часов в неделю,баллы егэ,d3a5002f-dbf4-4761-ab80-297a99d20372
232,0,18,краснодар,через год после окончания 11 класса,4.0,"иностранный язык, физика",62.0,87.0,54.0,75.0,"могу коммуницировать с носителями, частично знаю деловую речь",рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),6,по возможности хотел бы участвовать регулярно,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,"иностранный язык, обществознание","иностранный язык, физика",False,"компьютерное 3d-моделирование, эксперименты (лабораторные опыты) связанные с химией/физикой",около 10 часов в неделю,баллы егэ,41317abb-3cb1-4469-8233-0ffe7b0d82d5
233,1,21,дзержинский,после отчисления из мгту им баумана,4.5,"математика, физика, информатика",78.0,80.0,70.0,73.0,могу читать несложные диалоги,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),6,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,обязательно,False,готов почитать несколько статей по теме предмета,False,"математика, физика, информатика","физика, информатика",False,программирование,больше 10 часов в неделю,баллы егэ,2248d45a-bf9a-4932-baff-00231cb7f807
234,1,18,элиста,после 11 класса,4.5,"русский язык, обществознание, информатика",70.0,82.0,73.0,56.0,могу общаться в повседневных ситуациях,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),5,"все возможные мероприятия, на которые хватает времени",люблю физические нагрузки в умеренном количестве,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,"математика, информатика","физика, обществознание, информатика",False,эксперименты (лабораторные опыты) связанные с химией/физикой,несколько часов в неделю,баллы егэ,1b9510bd-e035-447b-bb67-2393f69d7022
235,1,17,москва,после 11 класса,4.5,"русский язык, математика, иностранный язык, история, информатика",70.0,73.0,64.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),8,по возможности хотел бы участвовать регулярно,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,"русский язык, математика, иностранный язык, обществознание, информатика",информатика,False,программирование,несколько часов в неделю,баллы егэ,1c488ff7-1b24-459d-8207-efd94eec7828
236,1,17,москва,после 11 класса,4.0,"математика, иностранный язык, история, физика, информатика",72.0,80.0,83.0,66.0,"свободно общаюсь, глубоко знаю грамматику",рит (радио и телевидение),11.03.01 радиотехника,8,по возможности хотел бы участвовать регулярно,люблю физические нагрузки в умеренном количестве,важно,False,максимум - выполнение дома заданий от преподавателя,True,"математика, физика, информатика","физика, информатика",False,"программирование, компьютерное 3d-моделирование",около 10 часов в неделю,баллы егэ,285c97c7-fcac-4ed8-9b92-31c99d012f18
237,1,17,москва,после 11 класса,4.5,"математика, иностранный язык, география",72.0,85.0,54.0,0.0,могу общаться в повседневных ситуациях,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),6,по возможности хотел бы участвовать регулярно,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,unknown,информатика,False,"программирование, робототехника",около 10 часов в неделю,баллы егэ,edc5bfda-d476-48fe-8187-e656810ac37d
238,1,17,москва,после 11 класса,4.0,"математика, информатика",88.0,80.0,90.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,7,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, информатика",информатика,False,unknown,несколько часов в неделю,баллы егэ,4e43eea4-0520-4a28-899b-f29d10acfd25
239,0,18,александров,после 11 класса,4.5,"математика, иностранный язык, химия",86.0,96.0,66.0,0.0,могу читать несложные диалоги,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),2,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,иностранный язык,физика,False,unknown,больше 10 часов в неделю,баллы егэ,36c2aa6f-b122-4062-8750-796267fda3dd
240,1,17,балашиха,после 11 класса,4.0,"история, обществознание, информатика",70.0,59.0,70.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,2,по возможности хотел бы участвовать регулярно,люблю физические нагрузки в умеренном количестве,важно,True,готов почитать несколько статей по теме предмета,True,математика,информатика,False,программирование,больше 10 часов в неделю,баллы егэ,9b3dff90-323e-418d-a45c-d05802921bf1
241,0,17,снежинск,после 11 класса,5.0,"русский язык, математика, литература, иностранный язык, биология, обществознание, информатика",76.0,94.0,86.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,"русский язык, математика, иностранный язык, физика, обществознание, информатика",информатика,False,программирование,около 10 часов в неделю,баллы егэ,04d39c7a-d08f-4136-ae4e-d1d5c655f3a2
242,1,17,москва,после 11 класса,4.5,"иностранный язык, история",74.0,87.0,78.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),4,только учеба,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,"иностранный язык, история, обществознание, информатика",информатика,False,"программирование, компьютерное 3d-моделирование",больше 10 часов в неделю,баллы егэ,efa2c53b-5d4f-474a-b5d8-1bc226412361
